imię,nazwisko,ulica,numer_domu,miasto,numer_telefonu,wiek
Kornelia,Zackiewicz,Sawickiej,118,Kraśnik,604 147 081,39
Jerzy,Długajczyk,Skrajna,39,Jawor,512 652 860,53
Julita,Ciepła,Targowa,138,Kościan,+48 791 471 843,41
Damian,Kujawiak,Zaułek,103,Zabrze,+48 608 900 389,77
Filip,Getka,Wesoła,59,Cieszyn,+48 790 482 941,30
Jędrzej,Bogaczyk,Matejki,133,Żagań,+48 697 647 575,72
Maciej,Wasiewicz,Sawickiej,111,Reda,576 357 692,35
Jakub,Tyka,Sadowa,156,Biała Podlaska,727 134 344,42
Norbert,Pyrz,Korczaka,66,Kluczbork,+48 793 631 818,41
Gabriel,Troka,Jabłoniowa,86,Jaworzno,667 560 358,54
Eryk,Jędraszek,Rajska,25,Śrem,535 187 809,68
Witold,Michnowicz,Wrocławska,141,Wałbrzych,+48 537 758 916,30
Tadeusz,Balik,Jastrzębia,76,Bartoszyce,+48 536 113 964,69
Tobiasz,Szajek,Lubelska,31,Śrem,+48 799 256 782,73
Alan,Guźniczak,Grabowa,4,Zduńska Wola,571 421 769,25
Krzysztof,Siebert,Zwycięstwa,45,Oświęcim,720 881 949,41
Kacper,Bobko,Piaskowa,99,Jarocin,509 070 256,25
Ewelina,Skierka,Moniuszki,98,Gniezno,+48 22 325 80 19,55
Ignacy,Pabis,Powstańców,117,Głogów,+48 696 707 226,60
Mateusz,Rodzeń,Kolorowa,110,Goleniów,609 513 114,30
Juliusz,Litewka,Agrestowa,153,Świebodzice,573 324 123,70
Dawid,Czermak,Podwale,27,Zawiercie,+48 722 632 965,68
Fryderyk,Banachowicz,Handlowa,142,Myszków,605 595 664,63
Aleksander,Jarmużek,Jabłoniowa,138,Tomaszów Mazowiecki,726 898 030,27
Juliusz,Siedlik,Zdrojowa,135,Pruszków,732 810 849,33
Janina,Manista,Chmielna,35,Otwock,+48 535 642 208,48
Julita,Bobko,Wiatraczna,137,Stargard Szczeciński,790 120 893,68
Marcelina,Dziadowicz,Tylna,36,Racibórz,733 342 257,27
Alan,Szumiło,Reja,124,Skierniewice,795 418 478,30
Elżbieta,Ceran,Żytnia,106,Sopot,+48 886 572 452,51
Klara,Pupek,Dojazdowa,125,Tczew,574 351 383,25
Lidia,Szyc,Ściegiennego,53,Wołomin,736 123 062,33
Tymoteusz,Peda,Radosna,127,Warszawa,+48 509 673 380,75
Mikołaj,Janoszka,Kościelna,150,Jelenia Góra,539 802 723,28
Julita,Pyszny,Kościelna,103,Świnoujście,602 734 106,75
Nela,Jarosik,Zielna,33,Łomża,+48 886 892 420,50
Marcel,Szynkiewicz,Radosna,133,Konin,783 475 301,79
Marcelina,Waniek,Konwaliowa,142,Zgierz,573 782 430,46
Norbert,Dudko,Miłosza,71,Jaworzno,+48 782 779 460,73
Mariusz,Ropiak,Środkowa,129,Sandomierz,32 487 58 89,40
Justyna,Pastor,Słonecznikowa,54,Radomsko,692 401 890,26
Mateusz,Pietrasz,Lotnicza,9,Września,781 006 390,68
Bruno,Dzidek,Środkowa,43,Leszno,539 342 115,42
Konstanty,Łukasiuk,Składowa,147,Szczecin,+48 735 213 234,73
Gustaw,Cacko,Kraszewskiego,29,Nowy Targ,534 685 022,27
Jakub,Ratka,Krzywa,137,Wałbrzych,+48 515 142 650,39
Stanisław,Kohut,Wiklinowa,124,Radomsko,608 220 764,59
Robert,Kołaczyk,Malczewskiego,128,Żary,+48 690 202 199,29
Lidia,Trepka,Wschodnia,150,Krotoszyn,+48 32 805 25 37,70
Ada,Pniak,Truskawkowa,19,Brzeg,723 699 337,47
Sebastian,Koźlak,Ceglana,27,Czechowice-Dziedzice,516 727 857,61
Wojciech,Trzos,Pszenna,29,Cieszyn,+48 728 750 381,24
Marianna,Lukas,Jadwigi,91,Racibórz,533 564 212,62
Kaja,Kurc,Tartaczna,98,Głogów,886 148 284,18
Tomasz,Soczewka,Poprzeczna,106,Sochaczew,579 010 071,65
Igor,Tecław,Dobra,115,Koszalin,+48 506 945 653,37
Bianka,Korta,Nowowiejska,154,Jastrzębie-Zdrój,698 936 305,30
Tola,Buśko,Radosna,108,Swarzędz,+48 32 960 39 51,46
Eliza,Kryza,Chopina,91,Goleniów,579 635 598,61
Andrzej,Korzekwa,Turystyczna,158,Pruszków,+48 723 041 929,38
Radosław,Wyrwich,Jagodowa,143,Września,798 136 191,68
Nicole,Świerkosz,Czarnieckiego,152,Racibórz,501 925 456,33
Gaja,Hennig,Gajowa,29,Mikołów,884 866 117,22
Gustaw,Działa,Staszica,1,Kluczbork,+48 781 856 833,44
Oliwier,Faruga,Środkowa,154,Wągrowiec,+48 783 386 238,51
Aleksander,Pawliczek,Paderewskiego,101,Skawina,607 050 043,50
Ewa,Hołota,Pułaskiego,42,Tarnobrzeg,+48 663 741 960,74
Aleks,Ambrożewicz,Moniuszki,55,Łódź,608 410 198,56
Daniel,Cibor,Kilińskiego,120,Luboń,+48 578 085 122,62
Olga,Matus,Władysława Jagiełły,12,Racibórz,602 777 081,60
Aurelia,Żurawik,Ogrodowa,116,Łódź,+48 32 867 97 53,80
Gustaw,Madera,Wypoczynkowa,106,Mysłowice,+48 519 745 858,52
Tola,Wojciech,Kowalska,57,Leszno,516 621 579,65
Franciszek,Klama,Zakole,58,Piła,+48 794 897 416,26
Maksymilian,Goral,Wybickiego,23,Żary,603 961 624,42
Marika,Januszewicz,Mickiewicza,60,Czerwionka-Leszczyny,660 724 022,65
Maciej,Frelek,Żytnia,12,Mielec,531 331 461,22
Andrzej,Gronkiewicz,Lisia,55,Przemyśl,609 962 605,57
Ernest,Droździk,Srebrna,112,Gdańsk,787 183 233,28
Oliwier,Warczak,Starowiejska,135,Giżycko,782 580 852,79
Maks,Molka,Chopina,11,Legnica,+48 881 476 519,71
Jakub,Miękina,Zakole,24,Tarnowskie Góry,+48 539 021 578,59
Fabian,Hajdukiewicz,Kaliska,110,Mława,+48 788 757 206,33
Róża,Pawełkiewicz,Sowia,21,Rzeszów,608 895 546,57
Grzegorz,Syroka,Gajowa,6,Pabianice,+48 574 551 714,50
Kornel,Katana,Wiosenna,72,Giżycko,731 295 552,20
Eliza,Bubak,Władysława Łokietka,65,Siedlce,738 105 840,58
Piotr,Pyza,Zakole,51,Polkowice,+48 781 870 580,67
Rafał,Czulak,Łabędzia,157,Zielona Góra,692 944 800,38
Mieszko,Soroko,Krzywa,153,Police,532 439 850,24
Alan,Zieja,Bałtycka,134,Zakopane,+48 508 904 562,35
Jakub,Karczmarek,Poprzeczna,72,Września,+48 609 710 566,67
Mikołaj,Kiszczak,Kusocińskiego,94,Zgierz,721 357 943,52
Tadeusz,Listwan,Tuwima,1,Polkowice,510 675 196,48
Olaf,Gendera,Strumykowa,70,Tczew,32 385 08 47,25
Igor,Dzwonnik,Owocowa,18,Mińsk Mazowiecki,+48 570 084 670,27
Marika,Krakowczyk,Żytnia,9,Ciechanów,791 934 695,55
Emil,Robaszkiewicz,Paderewskiego,144,Lębork,+48 723 079 922,42
Eryk,Dybka,Żeromskiego,149,Piaseczno,+48 508 854 190,23
Tobiasz,Bryndza,Podwale,3,Mysłowice,692 006 872,74
Kazimierz,Jonak,Sowia,64,Nowa Ruda,+48 799 168 321,27
Janina,Bystrek,Jesienna,69,Brodnica,+48 799 618 856,26
Julian,Żołnierczyk,Prosta,135,Tarnów,509 412 736,55
Sylwia,Fidura,Pomorska,17,Włocławek,+48 22 896 04 20,32
Oliwier,Skwira,Grottgera,151,Ostrów Wielkopolski,661 543 442,22
Gaja,Kusztal,Wróblewskiego,35,Oświęcim,+48 692 834 523,31
Cezary,Toma,Zamkowa,16,Reda,502 862 334,66
Borys,Penar,Borowa,154,Zawiercie,884 055 586,37
Malwina,Husak,Poznańska,145,Zgorzelec,+48 880 876 598,74
Rozalia,Bugla,Czarnieckiego,48,Bielsk Podlaski,+48 606 111 971,67
Nikodem,Niesporek,Złota,43,Wejherowo,517 153 305,19
Cezary,Budzeń,Lelewela,137,Ostrołęka,570 009 275,59
Kajetan,Przeniosło,Kosynierów,86,Szczytno,+48 32 868 84 73,36
Krzysztof,Słoka,Wyzwolenia,122,Poznań,506 966 738,62
Dawid,Kiwior,Wspólna,128,Tarnowskie Góry,793 425 454,30
Marek,Druszcz,Harcerska,12,Mysłowice,+48 536 883 032,23
Ryszard,Kruzel,Tysiąclecia,91,Tarnobrzeg,+48 22 419 95 68,59
Oskar,Kiszczak,Słowicza,47,Świebodzice,731 446 874,56
Krzysztof,Cofała,Koralowa,107,Otwock,572 561 908,51
Krystian,Proć,Przemysłowa,77,Zgorzelec,669 186 537,71
Eryk,Jambor,Bociania,14,Rumia,606 622 832,53
Nikodem,Siewiera,Lipca,132,Ełk,+48 32 149 67 15,22
Wojciech,Samiec,Wspólna,40,Szczecinek,+48 22 560 16 14,44
Bruno,Sznura,Bukowa,36,Ostrów Mazowiecka,508 560 732,22
Klara,Mazek,Orla,58,Szczecin,+48 507 791 709,36
Konstanty,Szarzec,Wodna,110,Augustów,602 820 055,53
Leonard,Wiewiórka,Zakątek,4,Tomaszów Mazowiecki,732 919 700,29
Maksymilian,Krywult,Dworska,3,Słupsk,+48 728 310 695,43
Kornelia,Pokrzywa,Zachodnia,20,Białystok,609 282 689,77
Michał,Kruś,Korfantego,85,Łuków,517 308 325,29
Ida,Wenzel,Jeżynowa,104,Katowice,+48 32 969 49 39,28
Julian,Kopyt,Strumykowa,126,Katowice,+48 737 639 968,56
Julianna,Cofała,Nowa,76,Zgierz,692 978 800,18
Roksana,Para,Topolowa,74,Bartoszyce,+48 727 265 410,31
Arkadiusz,Kruzel,Fabryczna,61,Ostrołęka,603 968 446,23
Kornel,Krenc,Kamienna,82,Cieszyn,+48 538 192 742,50
Marianna,Łój,Łabędzia,85,Nowa Sól,+48 885 437 350,41
Grzegorz,Piłka,Górna,131,Bolesławiec,+48 727 275 212,75
Ryszard,Gospodarek,Cyprysowa,138,Skarżysko-Kamienna,+48 531 681 809,25
Dorota,Szczesiak,Konarskiego,36,Pszczyna,+48 22 699 05 91,21
Fryderyk,Minkina,Ogrodowa,52,Sochaczew,+48 887 355 770,51
Ewelina,Pioch,Sarnia,67,Pruszcz Gdański,+48 517 764 327,65
Konstanty,Kapcia,Zachodnia,40,Łomża,+48 792 288 121,58
Adam,Rosłoń,Grunwaldzka,64,Białystok,+48 693 538 230,71
Fryderyk,Łaciak,Fredry,55,Gliwice,889 222 135,59
Alan,Krzystek,Żabia,121,Zabrze,794 982 311,78
Urszula,Niewiara,Mokra,84,Marki,501 808 881,44
Tomasz,Oleksiuk,Stefana Batorego,26,Ostrów Mazowiecka,+48 32 881 44 06,48
Rozalia,Wons,Żeglarska,134,Zabrze,+48 502 507 180,55
Mateusz,Małycha,Wolności,48,Radom,+48 502 446 208,72
Kamil,Skała,Wyszyńskiego,4,Skawina,+48 22 217 82 41,28
Eliza,Matejuk,Jana Sobieskiego,76,Jastrzębie-Zdrój,502 034 342,30
Kornel,Domurad,Browarna,145,Ciechanów,608 169 248,20
Roksana,Wielgat,Orla,155,Katowice,795 573 136,30
Stefan,Giża,Widok,107,Mikołów,691 313 253,35
Dagmara,Kułach,Bolesława Chrobrego,120,Oława,+48 693 568 053,34
Anna Maria,Bondyra,Jarzębinowa,149,Elbląg,571 767 434,68
Dagmara,Kapinos,Kaliska,93,Racibórz,+48 518 153 661,24
Eryk,Superson,Żurawia,67,Bartoszyce,+48 32 807 86 82,47
Elżbieta,Moździerz,Głogowa,144,Sochaczew,+48 32 056 47 88,20
Maks,Marciniszyn,Długa,17,Starogard Gdański,500 676 886,65
Michał,Drążyk,Targowa,116,Jawor,+48 788 625 580,75
Anna Maria,Kuszyk,Borowa,69,Elbląg,792 574 883,45
Tomasz,Jażdżyk,Klonowa,40,Myszków,504 568 550,26
Janina,Bieniak,Zapolskiej,99,Łódź,668 555 113,50
Agnieszka,Lipowicz,Sadowa,81,Legnica,+48 886 520 324,62
Marek,Wenda,Wiatraczna,156,Bielawa,889 572 208,66
Nicole,Wika,Kasprowicza,150,Zamość,32 260 04 99,41
Jan,Ziętal,Kasprowicza,56,Słupsk,609 488 839,23
Ksawery,Pachla,Chełmońskiego,91,Przemyśl,603 148 334,63
Andrzej,Drążyk,Szarych Szeregów,34,Lubartów,793 492 257,80
Apolonia,Skubis,Moniuszki,144,Zambrów,32 390 93 30,79
Ignacy,Capiga,Wrzosowa,28,Jarocin,+48 512 717 326,21
Mateusz,Szczepaniuk,Świerczewskiego,156,Białystok,22 471 75 05,50
Kornel,Ochał,Łączna,99,Bochnia,+48 606 373 274,51
Gaja,Grzenia,Staszica,118,Gdynia,+48 536 954 262,64
Rozalia,Łągiewka,Wojciecha,18,Żywiec,883 299 157,39
Marika,Potyrała,Morelowa,36,Brzeg,533 494 046,69
Ryszard,Kustosz,Gdańska,25,Ostrołęka,+48 736 552 547,80
Anita,Dziewit,Wolności,103,Goleniów,783 995 079,64
Paweł,Lesner,Królewska,81,Swarzędz,886 681 658,23
Kamila,Namysło,Zielona,122,Oleśnica,+48 660 454 064,47
Konrad,Gwara,Daleka,115,Zakopane,+48 725 416 429,23
Liwia,Kosz,Magnoliowa,96,Kłodzko,+48 664 625 062,58
Bartek,Gramza,Narutowicza,114,Legnica,504 494 027,44
Anita,Morka,Makuszyńskiego,56,Marki,+48 792 719 431,64
Sonia,Małys,Kopernika,147,Kraków,+48 32 588 19 37,72
Przemysław,Chlebek,Słowackiego,71,Mikołów,667 174 232,49
Damian,Hartman,Podwale,114,Sopot,505 346 204,79
Nikodem,Bieniak,Wiązowa,73,Mława,+48 885 006 836,40
Wojciech,Piekacz,Tuwima,125,Ostrowiec Świętokrzyski,510 165 286,35
Emil,Baka,Konstytucji 3 Maja,80,Ostróda,+48 531 480 401,22
Maciej,Huczko,Orla,61,Kędzierzyn-Koźle,+48 514 967 409,29
Igor,Niechciał,Wałowa,115,Turek,661 126 715,45
Jeremi,Osica,Górna,59,Dąbrowa Górnicza,+48 789 854 060,55
Rozalia,Dmoch,Ciasna,152,Szczecin,728 984 027,45
Alex,Skolik,Zdrojowa,13,Wyszków,+48 22 930 77 04,57
Jerzy,Jakimiak,Targowa,143,Zambrów,576 819 776,43
Wojciech,Stoltmann,Sybiraków,124,Żory,+48 725 543 809,52
Borys,Baster,Żeromskiego,134,Łowicz,790 626 097,29
Jędrzej,Turczyk,Towarowa,112,Kutno,22 343 14 15,25
Klara,Sobuś,Strumykowa,84,Chorzów,+48 882 267 872,56
Tymoteusz,Fiedorczuk,Rzeczna,143,Płock,+48 532 200 389,42
Elżbieta,Budzyń,Hutnicza,141,Rybnik,727 269 147,27
Juliusz,Ryznar,Gajowa,78,Grodzisk Mazowiecki,+48 662 982 389,22
Julian,Bartocha,Pułaskiego,34,Płońsk,22 865 26 49,77
Cyprian,Nasiadka,Klonowa,16,Ciechanów,+48 22 431 76 11,55
Angelika,Flisek,Poziomkowa,42,Bytom,+48 22 615 16 83,50
Maksymilian,Kiedrowicz,Grabowa,75,Warszawa,721 918 751,46
Rafał,Bugiel,Turystyczna,95,Jelenia Góra,+48 885 600 381,29
Dariusz,Siudek,Czarnieckiego,150,Krotoszyn,505 074 362,23
Aurelia,Węgrzyniak,Broniewskiego,93,Lubartów,738 972 677,45
Paweł,Pyc,Wybickiego,116,Tczew,+48 793 486 068,53
Ida,Pindral,Maja,150,Kielce,+48 690 099 426,61
Eliza,Giedrojć,Leśna,110,Mińsk Mazowiecki,+48 600 150 680,46
Jan,Reichel,Tulipanowa,82,Bełchatów,+48 887 020 053,35
Rafał,Trybała,Żwirowa,53,Zabrze,+48 721 613 739,30
Bianka,Dziarmaga,Wyspiańskiego,61,Bolesławiec,+48 609 298 374,48
Krzysztof,Portka,Długa,22,Ostrów Wielkopolski,+48 32 122 23 60,28
Artur,Malarczyk,Bociania,50,Żyrardów,+48 728 437 435,24
Bartek,Doktor,Wolności,57,Sosnowiec,604 575 258,74
Oskar,Wołodźko,Prusa,128,Puławy,+48 604 238 281,60
Ernest,Szambelan,Źródlana,60,Białystok,501 644 097,35
Przemysław,Smoter,Sarnia,10,Szczytno,+48 797 415 364,49
Krzysztof,Glonek,Powstańców Śląskich,32,Chełm,796 857 079,72
Malwina,Hadam,Koralowa,131,Białogard,22 632 66 83,35
Albert,Dziurdzia,Jaworowa,101,Mława,690 698 063,44
Piotr,Mendak,Wiśniowa,145,Lębork,+48 668 066 797,79
Klara,Rejmer,Wierzbowa,87,Police,573 385 488,75
Aleks,Lampa,Kopernika,3,Gliwice,+48 660 603 496,44
Klara,Hanusiak,Krótka,1,Żywiec,+48 721 172 053,41
Ada,Bidas,Tartaczna,68,Biłgoraj,+48 22 106 99 48,47
Mikołaj,Sapa,Wojciecha,121,Ełk,502 921 705,52
Stefan,Nyk,Porzeczkowa,40,Koło,+48 530 003 873,56
Krystyna,Broncel,Krótka,47,Starogard Gdański,+48 511 909 206,47
Olgierd,Figat,Klonowa,142,Sosnowiec,503 117 686,20
Fryderyk,Sasak,Swierkowa,52,Chorzów,605 327 973,63
Lidia,Matyszczak,Brzechwy,81,Dzierżoniów,+48 663 291 285,20
Marcin,Budniak,Szafirowa,63,Radom,665 707 438,22
Natasza,Deneka,Lipca,37,Legnica,665 965 844,25
Maurycy,Dorobek,Solidarnosci,49,Dzierżoniów,693 560 780,34
Dorota,Graj,Kaszubska,148,Siemianowice Śląskie,+48 32 293 12 75,52
Fabian,Tomaszkiewicz,Polna,17,Bełchatów,+48 728 170 686,52
Przemysław,Krzysztofek,Miodowa,136,Rumia,+48 609 904 222,65
Jerzy,Graboń,Prosta,8,Świdnik,+48 880 311 702,47
Eryk,Uziębło,Nałkowskiej,79,Wałcz,+48 793 067 949,55
Lidia,Hadam,Szpitalna,45,Czeladź,+48 724 475 179,34
Filip,Heller,Jagodowa,92,Świętochłowice,699 543 987,71
Artur,Włodyka,Ptasia,144,Piastów,+48 881 525 312,51
Dawid,Kuba,Wolności,12,Stargard Szczeciński,+48 604 477 935,63
Konrad,Malarczyk,Dojazdowa,84,Łomża,509 745 770,72
Apolonia,Maleszka,Strzelecka,156,Śrem,781 317 331,66
Anastazja,Bulak,Wróblewskiego,59,Puławy,+48 790 230 723,58
Adrian,Radzewicz,Krasińskiego,14,Oleśnica,603 885 955,51
Dariusz,Fijak,Szczęśliwa,77,Chełm,535 301 821,26
Nataniel,Juroszek,Krucza,63,Żyrardów,579 343 788,27
Przemysław,Miksza,Władysława Jagiełły,39,Stalowa Wola,+48 661 273 357,24
Ernest,Komperda,Letniskowa,98,Zduńska Wola,+48 506 167 514,64
Cyprian,Armatys,Krasińskiego,143,Zakopane,+48 22 359 61 81,37
Tola,Miszkiewicz,Orkana,98,Starachowice,+48 782 945 043,21
Monika,Gamoń,Miłosza,140,Kielce,+48 571 297 022,44
Tomasz,Bałdys,Przemysłowa,137,Piotrków Trybunalski,602 380 118,42
Maks,Chudoba,Fabryczna,26,Szczecin,500 054 599,54
Maks,Zubel,Szarych Szeregów,110,Sieradz,32 735 75 72,62
Alan,Sot,Działkowa,3,Bochnia,+48 571 475 349,51
Radosław,Bortkiewicz,Leśna,104,Bartoszyce,+48 32 623 69 03,73
Urszula,Krężołek,Kalinowa,156,Jasło,886 397 924,49
Tymoteusz,Karsznia,Dobra,152,Szczecin,+48 735 677 593,36
Sebastian,Przerwa,Polna,78,Brodnica,695 757 933,68
Paweł,Osman,Wyspiańskiego,17,Gdańsk,502 902 757,49
Jan,Lorens,Orla,51,Swarzędz,691 296 110,78
Kamila,Roś,Rubinowa,90,Szczytno,880 400 006,76
Maksymilian,Józefczak,Modrzewiowa,124,Starachowice,881 217 863,66
Julian,Pasich,Borowa,26,Bytom,781 451 955,37
Leon,Pagacz,Spacerowa,70,Szczecinek,+48 608 446 249,73
Tymon,Hejna,Narcyzowa,17,Ostrowiec Świętokrzyski,578 024 466,70
Igor,Poleszak,Olchowa,64,Łuków,666 084 089,41
Arkadiusz,Suchora,Broniewskiego,115,Nysa,+48 728 201 262,70
Igor,Szyndler,Gdańska,24,Jaworzno,+48 32 583 50 13,44
Nela,Rejniak,Skargi,61,Toruń,+48 737 194 575,64
Dariusz,Bereda,Magnoliowa,47,Chełm,+48 731 222 747,34
Kaja,Kieloch,Pułaskiego,63,Biała Podlaska,+48 720 847 042,25
Karina,Wiekiera,Okrzei,149,Krosno,+48 784 135 845,48
Emil,Krata,Grunwaldzka,73,Swarzędz,+48 603 299 869,18
Błażej,Zapadka,Częstochowska,66,Tczew,+48 725 447 436,52
Natan,Franczuk,Toruńska,22,Kraśnik,730 693 958,66
Kajetan,Pałyga,Spacerowa,48,Będzin,+48 696 321 506,70
Oliwier,Jędruszczak,Widok,121,Tarnowskie Góry,+48 576 772 209,64
Mateusz,Dziurla,Kopernika,123,Skarżysko-Kamienna,+48 32 907 05 97,56
Miłosz,Klepka,Orzeszkowej,69,Grodzisk Mazowiecki,22 394 85 18,43
Marika,Dmoch,Dworska,33,Malbork,+48 736 977 782,66
Ignacy,Garbacik,Widokowa,2,Gdańsk,500 477 570,62
Tobiasz,Kuśka,Ogrodowa,50,Skierniewice,32 222 04 34,62
Oskar,Kohut,Średnia,129,Racibórz,690 817 148,66
Nela,Spychaj,Sienkiewicza,108,Olkusz,780 212 406,35
Norbert,Wilusz,Staszica,32,Nowa Sól,539 560 405,50
Wiktor,Srokosz,Jana III Sobieskiego,139,Wrocław,+48 782 185 700,37
Tadeusz,Wygoda,Brzozowa,49,Skierniewice,+48 508 959 159,37
Krzysztof,Dulewicz,Pszenna,99,Tomaszów Mazowiecki,+48 668 592 549,57
Ewelina,Dziczek,Moniuszki,48,Goleniów,501 720 142,47
Sara,Dzwonnik,Wałowa,79,Cieszyn,603 366 399,78
Przemysław,Siarkiewicz,Leszczynowa,134,Myszków,+48 578 939 200,38
Dorota,Fołta,Szymanowskiego,118,Leszno,+48 790 670 320,40
Aleks,Sanetra,Korczaka,70,Nowy Dwór Mazowiecki,697 038 451,34
Roksana,Gozdur,Narutowicza,55,Tomaszów Mazowiecki,+48 725 332 197,62
Inga,Bałdys,Sowia,45,Żagań,+48 881 011 386,38
Franciszek,Dawidek,Olchowa,144,Grodzisk Mazowiecki,733 794 990,51
Hubert,Godzwon,Kilińskiego,128,Gorlice,+48 531 050 902,34
Wojciech,Kijanka,Daleka,83,Mińsk Mazowiecki,+48 791 655 293,62
Alan,Perka,Konwaliowa,73,Zabrze,32 628 40 32,36
Dorota,Klama,Staffa,63,Zambrów,784 365 751,26
Cezary,Holc,Asnyka,146,Legnica,+48 786 328 213,59
Kornel,Ludwisiak,Konwaliowa,132,Nowy Targ,784 712 509,40
Daniel,Stożek,Szeroka,17,Kłodzko,32 484 91 59,42
Kornelia,Gąsienica,Skrajna,86,Gliwice,509 280 511,60
Kazimierz,Olkowicz,Turystyczna,97,Ruda Śląska,32 248 02 94,69
Kornelia,Kunda,Łanowa,124,Sanok,734 077 079,33
Kornel,Fyda,Reymonta,31,Bartoszyce,+48 785 764 840,79
Monika,Reichel,Krótka,50,Wejherowo,+48 661 119 511,61
Tymoteusz,Galuba,Osiedlowa,79,Ostrowiec Świętokrzyski,+48 22 040 74 94,29
Andrzej,Grzeszkowiak,Mieszka I,132,Starachowice,792 991 378,54
Konrad,Tatarek,Gajowa,84,Myszków,+48 503 957 197,72
Natan,Żółtek,Konopnickiej,128,Bełchatów,796 518 943,18
Bartek,Wowra,Matejki,146,Sopot,513 095 316,50
Anita,Mijas,Chopina,16,Polkowice,32 765 04 29,78
Kazimierz,Mędrala,Grunwaldzka,97,Warszawa,+48 516 258 774,47
Leon,Węgrzynek,Mostowa,64,Giżycko,+48 691 858 288,75
Adrian,Krzyśko,Kraszewskiego,130,Stalowa Wola,508 178 332,63
Malwina,Prucnal,Leśna,66,Przemyśl,+48 578 409 187,36
Nikodem,Frelek,Podleśna,133,Bielawa,518 940 754,52
Jakub,Marosz,Willowa,135,Świnoujście,+48 690 751 410,66
Gustaw,Kiwior,Klasztorna,122,Jarosław,+48 783 223 142,54
Sandra,Kluczek,Kazimierza Wielkiego,134,Katowice,+48 732 727 151,71
Kalina,Drobisz,Rzemieślnicza,78,Gorzów Wielkopolski,576 719 039,76
Piotr,Dmoch,Wiosenna,107,Sanok,+48 787 087 856,73
Kornel,Chojna,Toruńska,20,Łaziska Górne,507 416 432,43
Kornel,Matyka,Wrocławska,13,Zakopane,+48 32 270 20 35,21
Tymon,Sznura,Wolności,128,Wałbrzych,695 808 391,36
Oskar,Semik,Spacerowa,67,Zduńska Wola,531 976 658,35
Gaja,Baumgart,Radosna,97,Ząbki,+48 794 441 433,26
Justyna,Siudek,Owocowa,57,Świebodzice,798 689 939,19
Tomasz,Abramczuk,Rynek,47,Szczecin,+48 509 631 413,59
Ignacy,Grygorcewicz,Odrzańska,96,Bielsk Podlaski,+48 32 745 91 97,62
Aurelia,Symonowicz,Rolnicza,42,Skarżysko-Kamienna,+48 720 589 410,44
Anastazja,Zawodnik,Prosta,153,Poznań,+48 506 217 966,60
Gustaw,Ciężka,Makuszyńskiego,44,Katowice,662 808 425,77
Eryk,Urynowicz,Łabędzia,153,Tarnów,+48 789 473 585,50
Julita,Sornat,Szmaragdowa,50,Olkusz,+48 607 731 313,22
Witold,Kruszona,Bema,141,Żory,510 602 531,67
Witold,Deluga,Baczynskiego,138,Kluczbork,+48 538 151 623,35
Monika,Stempin,Mokra,114,Wejherowo,+48 511 294 135,33
Malwina,Potok,Poniatowskiego,7,Konin,663 982 505,18
Tymoteusz,Kuboń,Sucharskiego,116,Lębork,+48 32 638 54 84,67
Krystyna,Fydrych,Wesoła,146,Bielawa,+48 693 499 898,71
Robert,Famuła,Kusocińskiego,138,Radomsko,+48 22 204 42 80,24
Blanka,Neubauer,Brzechwy,3,Żary,+48 32 648 79 02,73
Cezary,Knych,Stawowa,22,Wałcz,512 369 121,55
Lidia,Graś,Wierzbowa,129,Skierniewice,+48 500 226 825,53
Ernest,Kukieła,Hutnicza,68,Świdnik,579 144 846,47
Oliwier,Korzonek,Długosza,153,Skierniewice,32 979 89 29,49
Patryk,Burczak,Krucza,147,Łomża,+48 780 155 240,23
Róża,Kuśmider,Kielecka,92,Pszczyna,781 736 721,70
Tadeusz,Romaniak,Reja,141,Świdnik,729 517 585,32
Szymon,Małycha,Środkowa,153,Tarnobrzeg,669 576 385,51
Oskar,Budzyń,Strumykowa,37,Skawina,538 281 145,73
Aleks,Mulawa,Rolnicza,74,Świnoujście,22 009 99 90,64
Grzegorz,Szpyra,Fabryczna,61,Warszawa,533 917 211,72
Tymoteusz,Gmurczyk,Szymanowskiego,68,Wągrowiec,+48 797 342 962,72
Piotr,Labudda,Letnia,117,Sieradz,+48 669 104 218,39
Marcel,Krüger,Gołębia,125,Inowrocław,+48 732 351 474,37
Artur,Bernatowicz,Lwowska,99,Zabrze,22 242 72 64,57
Marek,Salwin,Staszica,144,Czerwionka-Leszczyny,605 220 324,51
Przemysław,Karkocha,Ptasia,119,Wągrowiec,695 459 365,53
Tobiasz,Nogieć,Wrocławska,50,Elbląg,789 953 205,26
Marcin,Migała,Słonecznikowa,82,Żyrardów,+48 515 910 835,44
Ewa,Sroga,Truskawkowa,54,Gliwice,720 750 933,34
Robert,Brachaczek,Pułaskiego,146,Grodzisk Mazowiecki,+48 798 854 696,69
Eryk,Uzar,Bolesława Chrobrego,9,Gniezno,575 344 316,77
Natasza,Heba,Kołłątaja,45,Bochnia,600 519 647,69
Olaf,Jarema,Zacisze,74,Bartoszyce,22 054 87 45,62
Tola,Utrata,Kilińskiego,139,Brodnica,+48 609 569 575,53
Konstanty,Woźniczko,Dębowa,34,Bochnia,+48 22 335 24 48,50
Klara,Deryło,Powstańców Śląskich,8,Koło,+48 781 638 475,46
